Word,fiveStar,fourSar,threeStar,twoStar,oneStar,Score1,Score2
mangopineapple,11,8,3,0,1,0.8333333333333334,0.9
ornery,13,13,6,12,14,-0.037037037037037035,0.0
sushis,253,279,127,64,51,0.6644736842105263,0.6445131375579598
encroaching,15,6,4,8,3,0.6666666666666666,0.3125
sushii,11,15,8,6,3,0.5714285714285714,0.4857142857142857
windmill,145,117,44,42,45,0.5263157894736842,0.501432664756447
speaking,2478,2189,1199,1154,2181,0.06374758531873792,0.1664583854036491
torque,29,9,5,8,21,0.16,0.13432835820895522
reviewers,2456,2522,1434,990,881,0.4719808210967935,0.4536428675719083
bagelry,8,5,3,0,0,1.0,1.0
lidal,7,13,7,0,0,1.0,1.0
dryest,1,2,2,6,11,-0.8333333333333334,-0.7
superior,2320,961,504,528,449,0.6756951968219573,0.5410991075622358
dryers,298,278,124,77,156,0.31277533039647576,0.42398022249690975
software,222,100,41,68,194,0.0673076923076923,0.10273972602739725
closeout,13,21,6,3,8,0.23809523809523808,0.5111111111111111
torres,50,12,4,4,15,0.5384615384615384,0.5308641975308642
torrey,23,13,5,0,14,0.24324324324324326,0.44
lidia,26,19,6,8,6,0.625,0.5254237288135594
zuchini,39,35,22,13,4,0.813953488372093,0.6263736263736264
pizzookie,38,32,15,6,1,0.9487179487179487,0.8181818181818182
deviations,6,4,3,6,3,0.3333333333333333,0.05263157894736842
afflicted,11,10,4,2,5,0.375,0.5
sandwichso,7,8,5,2,0,1.0,0.7647058823529411
acceptable,582,1069,1363,1206,1480,-0.4354995150339476,-0.23864422411805394
acceptably,3,17,16,10,6,-0.3333333333333333,0.1111111111111111
paramount,87,26,21,8,28,0.5130434782608696,0.5167785234899329
onwards,26,37,14,5,8,0.5294117647058824,0.6578947368421053
compiled,30,22,9,2,8,0.5789473684210527,0.6774193548387096
ridding,19,5,4,4,4,0.6521739130434783,0.5
dubina,14,5,9,12,2,0.75,0.15151515151515152
enchaladas,10,12,9,3,7,0.17647058823529413,0.375
engaged,977,437,179,144,204,0.6545300592718035,0.604994324631101
engages,71,22,9,8,10,0.7530864197530864,0.6756756756756757
wrenching,31,7,6,4,12,0.4418604651162791,0.4074074074074074
desolation,6,7,3,1,2,0.5,0.625
privates,15,4,4,9,13,0.07142857142857142,-0.07317073170731707
subsidized,11,10,4,0,11,0.0,0.3125
vessels,47,28,15,7,12,0.5932203389830508,0.5957446808510638
customeroriented,31,8,5,4,10,0.5121951219512195,0.4716981132075472
bluish,8,6,1,2,5,0.23076923076923078,0.3333333333333333
sanctioned,10,8,5,3,12,-0.09090909090909091,0.09090909090909091
paperboy,20,13,2,1,0,1.0,0.9411764705882353
happyi,9,5,0,1,2,0.6363636363636364,0.6470588235294118
happys,13,5,2,2,5,0.4444444444444444,0.44
yesssssss,13,3,0,0,2,0.7333333333333333,0.7777777777777778
burmese,81,63,23,7,3,0.9285714285714286,0.8701298701298701
superhot,13,18,7,5,1,0.8571428571428571,0.6756756756756757
exceptionnel,29,21,28,10,1,0.9333333333333333,0.639344262295082
schreiben,10,9,10,3,5,0.3333333333333333,0.4074074074074074
schreiber,20,0,0,2,3,0.7391304347826086,0.6
dartistes,6,8,1,1,0,1.0,0.8666666666666667
light,20380,19788,8207,4272,4854,0.6152809701196797,0.6297318132024181
happpy,4,8,4,0,3,0.14285714285714285,0.6
altitude,65,33,16,6,23,0.4772727272727273,0.5433070866141733
ligne,29,51,21,10,10,0.48717948717948717,0.6
disintegrated,13,18,25,38,33,-0.43478260869565216,-0.39215686274509803
disintegrates,4,6,2,4,6,-0.2,0.0
happed,3,3,4,3,5,-0.25,-0.14285714285714285
happen,5373,4318,2987,2706,4979,0.038060278207109735,0.11544659300184162
durchschnittlich,3,7,18,6,1,0.5,0.17647058823529413
superfun,22,8,2,0,1,0.9130434782608695,0.9354838709677419
robbers,6,5,3,2,20,-0.5384615384615384,-0.3333333333333333
robbery,48,61,86,100,231,-0.6559139784946236,-0.5045454545454545
lifts,128,62,23,30,39,0.5329341317365269,0.4671814671814672
reviewbut,15,10,12,7,11,0.15384615384615385,0.16279069767441862
meatiness,28,33,14,3,0,1.0,0.90625
lydias,9,2,1,3,1,0.8,0.4666666666666667
10am6pm,10,6,0,0,8,0.1111111111111111,0.3333333333333333
microwave,992,1297,878,979,1508,-0.2064,-0.0414572864321608
sheratons,3,17,6,13,3,0.0,0.1111111111111111
straggling,4,9,2,3,1,0.6,0.5294117647058824
antioxidant,61,35,12,13,4,0.8769230769230769,0.6991150442477876
uplift,13,5,6,6,6,0.3684210526315789,0.2
extremities,11,8,3,6,5,0.375,0.26666666666666666
simulations,4,6,4,0,3,0.14285714285714285,0.5384615384615384
lifei,23,7,5,2,8,0.4838709677419355,0.5
fiberglass,25,17,7,12,9,0.47058823529411764,0.3333333333333333
lifes,178,85,33,29,61,0.4895397489539749,0.49008498583569404
lifer,39,6,4,1,2,0.9024390243902439,0.875
skimpily,3,7,3,3,1,0.5,0.42857142857142855
disadvantages,14,23,20,4,5,0.47368421052631576,0.6086956521739131
skimping,150,171,64,64,42,0.5625,0.5035128805620609
riazzis,12,21,5,4,8,0.2,0.4666666666666667
wellall,9,7,2,3,3,0.5,0.45454545454545453
collision,467,36,21,24,127,0.5723905723905723,0.5382262996941896
welland,40,29,10,2,7,0.7021276595744681,0.7692307692307693
score,1878,2200,1049,554,575,0.5311863024867509,0.5663529863645094
scorn,4,10,7,5,11,-0.4666666666666667,-0.06666666666666667
brights,4,5,0,3,4,0.0,0.125
stabbed,52,49,47,29,94,-0.2876712328767123,-0.09821428571428571
skimpier,3,5,8,9,3,0.0,-0.2
feijoada,34,24,13,3,1,0.9428571428571428,0.8709677419354839
lancien,10,18,24,3,1,0.8181818181818182,0.75
repeatable,14,7,6,0,1,0.8666666666666667,0.9090909090909091
scott,2538,415,160,98,307,0.784182776801406,0.7587849910661107
scots,43,60,26,5,3,0.8695652173913043,0.8558558558558559
carafes,103,107,50,31,25,0.609375,0.5789473684210527
caraffe,3,7,4,3,0,1.0,0.5384615384615384
scout,191,118,39,27,28,0.7442922374429224,0.6978021978021978
scour,30,42,17,5,9,0.5384615384615384,0.6744186046511628
pricesthey,14,7,2,2,0,1.0,0.8260869565217391
scone,574,615,214,110,59,0.8135860979462876,0.7511045655375552
driveshaft,24,1,0,0,12,0.3333333333333333,0.35135135135135137
scoop,2174,2353,1159,786,656,0.5363957597173145,0.5168369911207907
scoot,93,75,41,39,30,0.5121951219512195,0.4177215189873418
scope,339,224,112,68,77,0.6298076923076923,0.5903954802259888
tendency,162,224,122,51,42,0.5882352941176471,0.6116910229645094
disappointment,1485,2324,3092,4789,4668,-0.5173086299366163,-0.4257500376903362
commenced,35,37,27,17,22,0.22807017543859648,0.2972972972972973
commencer,37,38,19,11,6,0.7209302325581395,0.6304347826086957
commences,9,7,5,3,5,0.2857142857142857,0.3333333333333333
scowl,15,26,35,52,90,-0.7142857142857143,-0.5519125683060109
superfan,15,6,4,3,1,0.875,0.68
dublin,101,70,33,22,11,0.8035714285714286,0.6764705882352942
vipnvegas,23,6,0,2,1,0.9166666666666666,0.8125
oleanders,17,0,0,0,1,0.8888888888888888,0.8888888888888888
dinnerhappy,6,10,4,1,3,0.3333333333333333,0.6
scold,26,13,11,27,59,-0.38823529411764707,-0.376
gaylord,8,15,8,2,8,0.0,0.3939393939393939
scoff,74,78,46,14,29,0.4368932038834951,0.558974358974359
guests,7799,4871,3107,3107,4668,0.25114301756637525,0.23942284177060405
superdry,3,14,12,3,6,-0.3333333333333333,0.3076923076923077
knowthe,17,20,22,10,13,0.13333333333333333,0.23333333333333334
lignes,5,11,5,1,1,0.6666666666666666,0.7777777777777778
astounds,11,4,1,4,7,0.2222222222222222,0.15384615384615385
entourage,174,84,42,24,39,0.6338028169014085,0.6074766355140186
bluesy,15,17,10,1,2,0.7647058823529411,0.8285714285714286
wthis,11,8,7,5,6,0.29411764705882354,0.26666666666666666
crispyness,26,19,8,4,2,0.8571428571428571,0.7647058823529411
derailleur,24,0,3,5,19,0.11627906976744186,0.0
wthem,4,7,5,0,6,-0.2,0.29411764705882354
reviewand,11,5,6,4,8,0.15789473684210525,0.14285714285714285
baquette,15,17,2,1,0,1.0,0.9393939393939394
mittagspause,11,11,15,7,2,0.6923076923076923,0.41935483870967744
gagging,21,16,26,30,75,-0.5625,-0.4788732394366197
barpool,3,7,2,3,1,0.5,0.42857142857142855
zippers,48,17,20,13,15,0.5238095238095238,0.3978494623655914
sandwichit,22,15,12,7,2,0.8333333333333334,0.6086956521739131
bluffs,4,1,7,3,1,0.6,0.1111111111111111
greenwich,11,34,10,4,0,1.0,0.8367346938775511
sandwiches,17523,17805,7562,3939,2842,0.7208936901546772,0.677931083616329
orderedbut,3,6,2,1,4,-0.14285714285714285,0.2857142857142857
sandwiched,213,247,129,61,38,0.6972111553784861,0.6457960644007156
quiessence,57,40,20,18,13,0.6285714285714286,0.515625
540pm,6,4,2,2,11,-0.29411764705882354,-0.13043478260869565
magnified,15,16,9,17,7,0.36363636363636365,0.12727272727272726
lomelette,9,5,3,4,1,0.8,0.47368421052631576
rescind,5,3,1,5,16,-0.5238095238095238,-0.4482758620689655
magnifico,33,19,5,1,6,0.6923076923076923,0.7627118644067796
10am3pm,7,11,1,0,0,1.0,1.0
lilac,119,16,3,4,4,0.9349593495934959,0.8881118881118881
innenbereich,2,11,3,0,2,0.0,0.7333333333333333
permit,150,121,69,54,168,-0.05660377358490566,0.09939148073022312
permis,23,32,20,6,5,0.6428571428571429,0.6666666666666666
scran,11,10,5,4,0,1.0,0.68
scram,8,11,4,5,4,0.3333333333333333,0.35714285714285715
scrap,155,93,52,66,111,0.16541353383458646,0.16705882352941176
quipped,17,9,9,7,9,0.3076923076923077,0.23809523809523808
lilis,10,3,1,0,3,0.5384615384615384,0.625
superlecker,10,4,2,2,0,1.0,0.75
rodizio,59,69,43,15,10,0.7101449275362319,0.673202614379085
coopers,63,85,54,24,14,0.6363636363636364,0.5913978494623656
goodytwos,11,3,2,0,0,1.0,1.0
privileges,75,84,36,23,33,0.3888888888888889,0.4790697674418605
practioner,17,1,2,3,7,0.4166666666666667,0.2857142857142857
nokill,27,6,4,1,4,0.7419354838709677,0.7368421052631579
privileged,114,36,21,23,26,0.6285714285714286,0.507537688442211
tactfully,16,10,6,6,5,0.5238095238095238,0.40540540540540543
promener,15,17,4,0,1,0.875,0.9393939393939394
pernil,184,115,27,11,3,0.9679144385026738,0.9105431309904153
craigs,52,16,8,7,28,0.3,0.32038834951456313
flattened,46,78,51,49,42,0.045454545454545456,0.15348837209302327
crabartichoke,3,5,4,3,2,0.2,0.23076923076923078
reimbursement,29,13,22,30,219,-0.7661290322580645,-0.711340206185567
mehreren,15,22,12,0,3,0.6666666666666666,0.85
mildmedium,11,15,5,1,0,1.0,0.9259259259259259
jemand,16,10,12,10,7,0.391304347826087,0.20930232558139536
10am2pm,4,8,3,1,0,1.0,0.8461538461538461
campari,68,38,20,10,4,0.8888888888888888,0.7666666666666667
ratpack,18,11,4,0,0,1.0,1.0
knowand,7,3,3,1,6,0.07692307692307693,0.17647058823529413
forward,15017,9516,3346,2972,3735,0.6016424914675768,0.5706145966709347
bartendress,22,21,13,14,13,0.2571428571428571,0.22857142857142856
likea,14,17,5,6,5,0.47368421052631576,0.47619047619047616
liked,17411,27967,15192,6292,3429,0.6709213051823416,0.6471442312927639
likei,20,18,9,8,5,0.6,0.49019607843137253
liken,51,51,26,19,19,0.45714285714285713,0.45714285714285713
liker,5,8,2,2,0,1.0,0.7333333333333333
likes,3706,3284,1725,951,891,0.6123558842723515,0.5828804347826086
guilted,4,5,11,9,9,-0.38461538461538464,-0.3333333333333333
progresso,4,4,6,16,16,-0.6,-0.6
cheating,231,128,64,49,127,0.2905027932960894,0.34205607476635513
likey,64,119,39,16,15,0.620253164556962,0.7102803738317757
woudnt,8,6,7,8,6,0.14285714285714285,0.0
dysfunctional,17,13,16,24,53,-0.5142857142857142,-0.4392523364485981
troubleshooting,92,10,5,4,26,0.559322033898305,0.5454545454545454
onceover,13,9,4,7,4,0.5294117647058824,0.3333333333333333
underpants,8,9,3,1,1,0.7777777777777778,0.7894736842105263
politician,12,10,1,5,4,0.5,0.41935483870967744
registration,477,423,257,223,485,-0.008316008316008316,0.11940298507462686
permed,14,5,3,0,2,0.75,0.8095238095238095
jemals,4,4,1,3,5,-0.1111111111111111,0.0
permet,58,94,26,3,7,0.7846153846153846,0.8765432098765432
shopsrestaurants,8,11,7,3,0,1.0,0.7272727272727273
provision,24,16,6,3,11,0.37142857142857144,0.48148148148148145
irreplaceable,36,8,3,5,18,0.3333333333333333,0.31343283582089554
ignoring,129,184,213,404,764,-0.7110862262038073,-0.5773126266036462
fibber,13,21,4,5,2,0.7333333333333333,0.6585365853658537
warhols,41,28,19,2,0,1.0,0.9436619718309859
lindt,5,14,5,0,1,0.6666666666666666,0.9
lindy,18,11,9,3,7,0.44,0.48717948717948717
peroni,97,82,46,18,16,0.7168141592920354,0.6807511737089202
linea,14,4,4,2,1,0.8666666666666667,0.7142857142857143
lined,910,874,381,233,273,0.5384615384615384,0.5580786026200873
linei,14,12,9,6,19,-0.15151515151515152,0.0196078431372549
linen,220,205,96,80,84,0.4473684210526316,0.4431239388794567
lines,5986,6648,3980,2509,3053,0.32448279676955416,0.38865684765882613
liner,158,73,36,46,73,0.36796536796536794,0.32
linda,785,217,59,58,239,0.533203125,0.5427251732101617
lindo,167,150,83,51,41,0.6057692307692307,0.5501222493887531
linge,5,4,9,0,1,0.6666666666666666,0.8
excellentvery,15,9,8,2,0,1.0,0.8461538461538461
lingo,64,43,25,13,14,0.6410256410256411,0.5970149253731343
lings,11,5,1,2,4,0.4666666666666667,0.45454545454545453
linhs,16,13,1,0,3,0.6842105263157895,0.8125
jabba,26,10,5,2,10,0.4444444444444444,0.5
visualize,41,30,10,5,7,0.7083333333333334,0.7108433734939759
links,645,666,308,203,235,0.4659090909090909,0.49914236706689535
priviledge,10,3,1,3,3,0.5384615384615384,0.3684210526315789
poprock,53,15,4,2,1,0.9629629629629629,0.9154929577464789
ensemble,104,79,40,25,15,0.7478991596638656,0.6412556053811659
tapestries,30,25,12,7,4,0.7647058823529411,0.6666666666666666
relieve,252,81,60,34,62,0.6050955414012739,0.5524475524475524
limon,67,58,19,10,5,0.8611111111111112,0.7857142857142857
behemoth,66,89,43,16,9,0.76,0.7222222222222222
limos,111,55,19,18,41,0.4605263157894737,0.47555555555555556
ducked,30,65,38,17,20,0.2,0.4393939393939394
garrett,161,70,23,14,29,0.6947368421052632,0.6861313868613139
penalties,10,11,2,6,28,-0.47368421052631576,-0.23636363636363636
limpy,3,4,11,8,13,-0.625,-0.5
endocrinology,8,2,1,0,9,-0.058823529411764705,0.05263157894736842
occassions,107,90,35,28,57,0.3048780487804878,0.3971631205673759
surley,3,2,3,2,7,-0.4,-0.2857142857142857
chocolate,33089,28483,11928,5538,2858,0.8409881214009514,0.7600045735193232
chocolats,50,39,16,3,1,0.9607843137254902,0.9139784946236559
chocolaty,121,133,51,12,6,0.905511811023622,0.8676470588235294
superwhite,3,6,4,3,0,1.0,0.5
hawaiians,60,66,31,15,12,0.6666666666666666,0.6470588235294118
punchline,7,10,5,5,11,-0.2222222222222222,0.030303030303030304
mystical,53,32,13,7,7,0.7666666666666667,0.7171717171717171
craggy,8,6,3,2,1,0.7777777777777778,0.6470588235294118
pernod,18,10,5,3,5,0.5652173913043478,0.5555555555555556
biaggios,136,32,11,10,10,0.863013698630137,0.7872340425531915
pouding,13,18,12,4,1,0.8571428571428571,0.7222222222222222
scrub,932,578,260,197,309,0.5020145044319098,0.498015873015873
scrum,7,8,1,2,2,0.5555555555555556,0.5789473684210527
neophytes,13,10,2,2,2,0.7333333333333333,0.7037037037037037
limbs,62,33,12,9,25,0.42528735632183906,0.4728682170542636
maplebacon,6,18,5,3,3,0.3333333333333333,0.6
limbo,13,21,17,19,29,-0.38095238095238093,-0.17073170731707318
limes,345,369,164,138,124,0.47121535181236673,0.46311475409836067
crafts,408,361,164,65,28,0.8715596330275229,0.7842227378190255
crafty,147,146,70,24,12,0.8490566037735849,0.7811550151975684
nutrients,87,45,12,18,11,0.7755102040816326,0.639751552795031
ursula,31,16,2,4,1,0.9375,0.8076923076923077
sending,1059,417,394,553,1279,-0.09409751924721985,-0.10761789600967352
limey,60,57,41,9,5,0.8461538461538461,0.7862595419847328
limit,1188,1275,663,417,623,0.311982330204307,0.4062232372252355
drinkwater,7,12,4,1,3,0.4,0.6521739130434783
foodnothing,2,4,13,5,8,-0.6,-0.3684210526315789
hyperbole,79,31,9,16,17,0.6458333333333334,0.5384615384615384
mistrust,3,4,3,4,5,-0.25,-0.125
scrip,9,4,2,5,28,-0.5135135135135135,-0.43478260869565216
gnarled,5,8,4,2,2,0.42857142857142855,0.5294117647058824
accountability,69,21,6,40,210,-0.5053763440860215,-0.47058823529411764
lillo,17,2,0,3,0,1.0,0.7272727272727273
lilly,144,32,17,16,29,0.6647398843930635,0.5927601809954751
omazing,13,4,2,0,0,1.0,1.0
screw,946,732,661,1001,2290,-0.415327564894932,-0.32461259810827126
thankgiving,4,9,2,1,0,1.0,0.8571428571428571
memorized,138,86,38,18,28,0.6626506024096386,0.6592592592592592
cubbies,65,49,15,8,14,0.6455696202531646,0.6764705882352942
mediation,23,6,7,4,22,0.022222222222222223,0.05454545454545454
additionally,1049,818,539,533,657,0.22977725674091443,0.22145894667975138
perogi,16,3,2,2,1,0.8823529411764706,0.7272727272727273
relight,6,7,0,1,2,0.5,0.625
halfanhour,5,4,1,1,5,0.0,0.2
lilys,39,17,6,8,1,0.95,0.7230769230769231
presbyterian,14,24,4,5,12,0.07692307692307693,0.38181818181818183
geisha,222,203,87,65,37,0.7142857142857143,0.6129032258064516
cranks,24,18,11,8,8,0.5,0.4482758620689655
cranky,199,266,199,186,174,0.06702412868632708,0.12727272727272726
additude,4,5,0,4,14,-0.5555555555555556,-0.3333333333333333
salesclerk,3,1,6,2,10,-0.5384615384615384,-0.5
bretagne,6,8,3,0,0,1.0,1.0
brigitte,19,3,0,1,0,1.0,0.9130434782608695
namethe,12,8,1,2,4,0.5,0.5384615384615384
cranny,96,50,20,13,6,0.8823529411764706,0.7696969696969697
fetching,19,28,19,11,5,0.5833333333333334,0.49206349206349204
magasiner,10,20,9,1,0,1.0,0.9354838709677419
ulcer,26,9,7,3,19,0.15555555555555556,0.22807017543859648
anchovies,358,366,185,135,65,0.6926713947990544,0.5670995670995671
geschmeckt,44,43,31,19,15,0.4915254237288136,0.4380165289256198
jaded,159,134,131,85,45,0.5588235294117647,0.38534278959810875
jades,4,10,2,3,1,0.6,0.5555555555555556
rediculously,31,28,11,13,22,0.16981132075471697,0.2553191489361702
congregated,13,17,13,21,17,-0.13333333333333333,-0.11764705882352941
cranes,15,8,8,3,1,0.875,0.7037037037037037
mindfreak,0,4,19,28,27,-1.0,-0.864406779661017
nonasians,19,29,13,10,4,0.6521739130434783,0.5483870967741935
takamatsu,41,47,13,20,17,0.41379310344827586,0.408
jacka,2,2,1,6,7,-0.5555555555555556,-0.5294117647058824
jacki,21,2,0,0,3,0.75,0.7692307692307693
jacks,377,315,172,97,144,0.4472168905950096,0.4833869239013934
jacky,23,7,13,3,7,0.5333333333333333,0.5
stables,34,36,10,5,4,0.7894736842105263,0.7721518987341772
jacob,368,84,17,14,47,0.7734939759036145,0.7621832358674464
potentiel,3,9,14,2,1,0.5,0.6
wtofu,7,10,1,2,0,1.0,0.7894736842105263
friendscolleagues,8,4,3,2,0,1.0,0.7142857142857143
cramps,38,25,22,38,133,-0.5555555555555556,-0.46153846153846156
begeistert,51,15,12,5,1,0.9615384615384616,0.8333333333333334
campers,121,72,35,12,14,0.7925925925925926,0.7625570776255708
nametag,7,10,17,10,23,-0.5333333333333333,-0.32
potential,1119,1531,2327,1899,1606,-0.17871559633027523,-0.1389114541023558
greenways,15,13,1,0,0,1.0,1.0
cummins,15,1,0,1,0,1.0,0.8823529411764706
greatespecially,19,15,7,3,2,0.8095238095238095,0.7435897435897436
subsidiary,6,8,9,0,11,-0.29411764705882354,0.12
cheaters,12,6,6,6,36,-0.5,-0.4
lesportsac,13,9,3,1,0,1.0,0.9130434782608695
succulent,1651,1139,282,88,33,0.9608076009501187,0.9168670559945036
terible,3,0,2,2,10,-0.5384615384615384,-0.6
nameshe,5,4,6,1,4,0.1111111111111111,0.2857142857142857
pholicious,19,22,11,7,10,0.3103448275862069,0.41379310344827586
frittata,244,268,147,75,34,0.7553956834532374,0.6489533011272142
scuff,30,9,18,28,52,-0.2682926829268293,-0.3445378151260504
nonsmiling,0,2,4,6,4,-1.0,-0.6666666666666666
trailed,7,12,9,12,11,-0.2222222222222222,-0.09523809523809523
trailer,638,267,118,120,418,0.20833333333333334,0.2543312543312543
disapprove,6,7,4,5,4,0.2,0.18181818181818182
boycotting,10,11,9,19,59,-0.7101449275362319,-0.5757575757575758
grumpiest,4,3,6,5,7,-0.2727272727272727,-0.2631578947368421
rincon,34,30,16,8,6,0.7,0.6410256410256411
attentivefriendly,8,4,2,1,1,0.7777777777777778,0.7142857142857143
sauerbraten,42,55,30,13,4,0.8260869565217391,0.7017543859649122
scuba,199,76,12,22,17,0.8425925925925926,0.7515923566878981
lions,304,326,172,73,44,0.7471264367816092,0.6867469879518072
trailor,6,1,1,1,7,-0.07692307692307693,-0.06666666666666667
understandably,146,161,108,85,96,0.2066115702479339,0.2581967213114754
linos,13,7,5,9,4,0.5294117647058824,0.21212121212121213
gerardos,16,5,6,1,2,0.7777777777777778,0.75
understandable,628,853,547,383,592,0.029508196721311476,0.20602605863192183
linqs,8,12,4,2,1,0.7777777777777778,0.7391304347826086
skywalk,96,71,25,21,56,0.2631578947368421,0.36885245901639346
linux,13,7,2,2,1,0.8571428571428571,0.7391304347826086
545pm,37,36,21,25,49,-0.13953488372093023,-0.006802721088435374
545am,11,7,4,3,10,0.047619047619047616,0.16129032258064516
teriaki,22,27,16,7,12,0.29411764705882354,0.4411764705882353
spectate,4,6,2,2,2,0.3333333333333333,0.42857142857142855
nonedible,8,7,4,6,6,0.14285714285714285,0.1111111111111111
katsus,10,12,1,2,2,0.6666666666666666,0.6923076923076923
katsup,4,1,2,10,3,0.14285714285714285,-0.4444444444444444
ricearoni,4,4,3,10,17,-0.6190476190476191,-0.5428571428571428
yukgaejang,10,10,4,0,1,0.8181818181818182,0.9047619047619048
bonnington,0,12,5,0,2,-1.0,0.7142857142857143
flightlines,16,9,1,0,1,0.8823529411764706,0.9230769230769231
flightlinez,13,7,1,0,0,1.0,1.0
chapters,15,25,9,5,4,0.5789473684210527,0.6326530612244898
unrelenting,16,5,5,6,12,0.14285714285714285,0.07692307692307693
crales,9,8,2,0,0,1.0,1.0
carnivore,525,438,133,51,21,0.9230769230769231,0.8608695652173913
sparrows,10,7,6,1,2,0.6666666666666666,0.7
carolinastyle,7,6,6,3,2,0.5555555555555556,0.4444444444444444
prechopped,2,5,3,3,4,-0.3333333333333333,0.0
midbite,4,9,3,7,4,0.0,0.08333333333333333
mediterraneangreek,14,7,4,0,0,1.0,1.0
300lbs,11,2,1,3,4,0.4666666666666667,0.3
mmmmmmmmmmm,28,20,5,1,0,1.0,0.9591836734693877
horizontally,14,23,3,10,9,0.21739130434782608,0.32142857142857145
berraschend,7,8,6,2,0,1.0,0.7647058823529411
perrys,50,23,9,4,10,0.6666666666666666,0.6781609195402298
reticent,17,13,2,2,4,0.6190476190476191,0.6666666666666666
renovate,48,61,63,71,51,-0.030303030303030304,-0.05627705627705628
whacked,30,26,19,13,19,0.22448979591836735,0.2727272727272727
trained,1804,754,513,640,1219,0.1935163744624545,0.15825220738057505
supermex,9,13,3,7,1,0.8,0.4666666666666667
trainee,46,50,63,56,76,-0.2459016393442623,-0.15789473684210525
trainer,1313,366,172,166,441,0.49714937286202965,0.4689413823272091
reviewing,1075,999,558,428,469,0.39248704663212436,0.39616290811174687
hoppiness,7,10,8,2,3,0.4,0.5454545454545454
wednesdays,769,778,258,94,61,0.8530120481927711,0.81786133960047
persay,2,12,7,4,1,0.3333333333333333,0.47368421052631576
analogies,9,4,2,2,3,0.5,0.4444444444444444
trainor,3,6,0,2,9,-0.5,-0.1
gizmos,14,25,8,6,3,0.6470588235294118,0.625
persis,22,10,3,5,7,0.5172413793103449,0.45454545454545453
captions,19,12,13,4,8,0.4074074074074074,0.4418604651162791
persia,14,8,3,2,0,1.0,0.8333333333333334
dislike,712,859,643,426,339,0.3549000951474786,0.3450342465753425
unpainted,7,6,3,7,13,-0.3,-0.21212121212121213
tonkinese,3,8,4,0,4,-0.14285714285714285,0.4666666666666667
convienent,41,57,38,12,13,0.5185185185185185,0.5934959349593496
enterexit,3,11,3,4,3,0.0,0.3333333333333333
reviewits,6,5,5,2,1,0.7142857142857143,0.5714285714285714
surgeons,169,26,7,7,43,0.5943396226415094,0.5918367346938775
person,24873,18099,11748,11212,21141,0.08110575042378407,0.14097577165615666
onedimensional,4,19,15,17,8,-0.3333333333333333,-0.041666666666666664
litle,24,50,23,10,3,0.7777777777777778,0.7011494252873564
mommydaughter,6,7,3,2,2,0.5,0.5294117647058824
vegetarisches,6,8,3,1,1,0.7142857142857143,0.75
allergen,52,31,23,22,21,0.4246575342465753,0.31746031746031744
middleaged,65,106,90,72,75,-0.07142857142857142,0.07547169811320754
tempephoenix,19,11,1,3,4,0.6521739130434783,0.6216216216216216
litre,29,42,7,4,8,0.5675675675675675,0.7108433734939759
litup,13,11,6,1,2,0.7333333333333333,0.7777777777777778
litte,45,38,30,20,7,0.7307692307692307,0.509090909090909
allergic,770,610,384,314,743,0.01784534038334435,0.13254000820681167
traveler,374,399,177,136,161,0.3981308411214953,0.44485981308411215
hotcake,14,21,13,1,0,1.0,0.9444444444444444
contemptuous,3,3,3,2,8,-0.45454545454545453,-0.25
dryrub,12,12,4,3,1,0.8461538461538461,0.7142857142857143
traveled,1052,423,205,178,353,0.49750889679715304,0.47058823529411764
ringed,12,19,6,3,12,0.0,0.34782608695652173
ringer,61,46,24,13,26,0.40229885057471265,0.4657534246575342
weirdbut,16,13,5,3,1,0.8823529411764706,0.7575757575757576
tlacoyo,25,10,2,1,0,1.0,0.9444444444444444
lespace,26,59,28,7,3,0.7931034482758621,0.7894736842105263
sopapillas,192,183,95,36,49,0.5933609958506224,0.6304347826086957
mcgraw,11,14,5,3,1,0.8333333333333334,0.7241379310344828
passible,0,5,3,6,4,-1.0,-0.3333333333333333
diwali,2,3,1,1,12,-0.7142857142857143,-0.4444444444444444
alllllll,18,14,10,5,3,0.7142857142857143,0.6
lites,31,30,19,15,11,0.47619047619047616,0.40229885057471265
liter,224,256,113,68,120,0.3023255813953488,0.437125748502994
behaves,18,14,6,6,25,-0.16279069767441862,0.015873015873015872
edamame,1502,1749,746,506,318,0.6505494505494506,0.5955828220858895
edamane,7,3,2,4,0,1.0,0.42857142857142855
lithe,8,8,0,2,0,1.0,0.7777777777777778
behaved,290,169,76,91,169,0.2636165577342048,0.2767732962447844
borgata,46,41,32,12,9,0.6727272727272727,0.6111111111111112
zingers,18,39,16,22,15,0.09090909090909091,0.2127659574468085
tasteit,9,4,7,1,5,0.2857142857142857,0.3684210526315789
knowits,15,27,14,8,5,0.5,0.5272727272727272
jager,97,88,57,27,26,0.5772357723577236,0.5546218487394958
lissa,9,4,3,0,10,-0.05263157894736842,0.13043478260869565
counterspace,2,9,5,4,0,1.0,0.4666666666666667
woulda,94,107,65,61,50,0.3055555555555556,0.28846153846153844
wouldi,4,0,0,1,16,-0.6,-0.6190476190476191
wouldt,6,7,18,10,22,-0.5714285714285714,-0.4222222222222222
relishing,19,12,0,0,1,0.9,0.9375
tasters,123,123,30,24,14,0.7956204379562044,0.7323943661971831
